LookupString,Latitude,Longitude,GeoName
"Chimaltenango, San Martín Jilotepeque, Guatemala",14.7790862,-90.7923389,"Carretera de San Martin Jilotepeque a Chimaltenango, San Martín Jilotepeque, Chimaltenango, Guatemala"
"Oaxaca, Tlaxiaco, Mexico",17.269444,-97.679167,"Tlaxiaco, Heroica Ciudad de Tlaxiaco, Oaxaca, 69800, México"
"Michoacán, Uruapan - Cheran, Mexico",19.6961907,-101.96641578826754,"Escuela Normal Indígena de Michoacán, Carretera Carapan-Playa Azul, Cherán, Michoacán de Ocampo, 60270, México"
"Mexico City, Mexico",19.4326009,-99.1333416,"Ciudad de México, Cuauhtémoc, Ciudad de México, 06060, México"
"Oaxaca, Nejapa, Mexico",17.096389,-96.155278,"Nejapa, Santa María Tlahuitoltepec, Oaxaca, México"
"Corinto Chinandega, Nicaragua",12.4816978,-87.1742553,"Corinto, Corinto (Municipio), Chinandega, 26400, Nicaragua"
"Jalisco, Santa Cruz Chapala, Mexico",20.286389,-103.336389,"Colegio Mexico, Carretera Chapala - Jocotepec, San Juan Cosalá, Jocotepec, Jalisco, 45820, México"
"Quiché, Joyabaj, Guatemala",15.0032702,-90.80933088309162,"Joyabaj, Quiché, Guatemala"
"Oaxaca, Chilapuilla, Tlaxiaco, Mexico",0,0,
"San Jose Siclaltepec Puebla, Puebla, Mexico",0,0,
"Tlapacoya, Mexico",20.13690755,-97.8252880056836,"Tlapacoya, Puebla, México"
"Tenayuca, Mexico",20.541719,-97.4606808,"Tenayuca, Poza Rica, Terrenos del Lote 3 ""Poza Rica"", Poza Rica de Hidalgo, Veracruz de Ignacio de la Llave, 93320, México"
"Sinaloa, Aguaruto Culiacary, Mexico",0,0,
"Sonora, Tayopa, Mexico",28.6393333,-108.8728333,"Tayopa, Sahuaripa, Sonora, México"
"Veracruz, Panuco, El Prisco Site, Mexico",0,0,
"Puebla, Huauchinango, Caucuilla, Mexico",0,0,
"Guerrero, San Miguel, Mexico",20.287985,-98.6721347,"Guerrero, San Miguel, Atotonilco el Grande, Hidalgo, México"
"Jalisco, Zapotiltec, Mexico",0,0,
"Michoacán, Paranguitiro, Mexico",0,0,
"Oaxaca, Mixteca, Mexico",17.0879211,-96.6963421,"Calle Mixteca, Guadalupe Victoria, Oaxaca, Municipio de Oaxaca, Oaxaca, 68020, México"
"Oaxaca, Cuilapa, Teocalli, Mexico",0,0,
"Veracruz, Panuco, Zaquil, Mexico",0,0,
"Veracruz, Panuco, San Cristobal, Mexico",22.0314027,-98.184241,"Veracruz, San Cristóbal, Pánuco, Veracruz de Ignacio de la Llave, 93990, México"
"Chihuahua, Carichic, Santa Catarina, Mexico",0,0,
"Michoacán, Patamban, Mexico",19.8032621,-102.2912225,"Patamban, Tangancícuaro, Michoacán de Ocampo, México"
"Santa Fe, Mexico",30.6784644,-115.9753523,"Santa Fe, Ensenada, Baja California, 22923, México"
"Michoacán, Ihuatzio, Mexico",19.5657773,-101.6184169,"Ihuatzio, Tzintzuntzan, Michoacán de Ocampo, 61615, México"
"Michoacán, Ocumicho, Mexico",19.7962565,-102.2224506,"Ocumicho, Charapan, Michoacán de Ocampo, México"
"Chiapas, Guatemala",16.7883317,-93.0960689,"Guatemala, Las Canteras, Tuxtla Gutiérrez, Chiapas, 29017, México"
"Oaxaca, Lieza And Boca Del Rio, Mexico",0,0,
"Oaxaca, Mojarras, Mexico",0,0,
"Tabasco, Trinidad, Mexico",19.1436068,-96.1411463,"Tabasco, Flores del Valle, Geovillas del Puerto, Veracruz, Municipio de Veracruz, Veracruz de Ignacio de la Llave, 94297, México"
"Atzcapozalco, Mexico",26.0721958,-98.2700516,"Atzcapozalco, Reynosa, Tamaulipas, 88500, México"
"Ancon, Panama",8.95853095,-79.54245765387046,"Ancon, Calle I, Santa Ana, Panamá, Distrito Panamá, Panamá, C-0843-00793, Panama"
"Coyoacan, Mexico",19.32804005,-99.15106340693589,"Coyoacán, Ciudad de México, México"
"Tlalmanalco, Mexico",19.206607499999997,-98.7323191358236,"Tlalmanalco, Estado de México, México"
"Brickyard Monument Of Quetzalcoatl, Mexico",0,0,
"Veracruz, Isla De Pithaya, Mexico",0,0,
"Veracruz, San Cristobal, Tampeche, Mexico",0,0,
"Tabasco, Mexico",17.95078635,-92.48312213241397,"Tabasco, México"
"Puebla, Panhuatlan, Atla And Xolotla, Mexico",0,0,
"Department Guatemala, San Pedro Sacatepéquez, Guatemala",0,0,
"Guerrero, Iguila, Mexico",0,0,
"Jalisco, Lake Zacoalco, Tizapán, Mexico",0,0,
"Pixana, Mexico",-2.9901832,-59.9963379,"Rua Careaçu, Vila Santa Etelvina, Santa Etelvina, Manaus, Microrregião de Manaus, Mesorregião Centro Amazonense, Amazonas, Região Norte, 69000-000, Brasil"
"Jalisco, Nostic, Totoate, Mexico",0,0,
"Escalarillas, Mexico",0,0,
"Campeche, Island Of Jaina, Mexico",0,0,
"Travesia, Honduras",14.10051975,-87.1491582445363,"La Travesia, Tegucigalpa, Francisco Morazán, Honduras"
"Santiago Ahuitzotla Neighborhood, Mexico",0,0,
"South Bank Of Rio Tamasi, Mexico",0,0,
"Oaxaca, San José Lachiquire, Mexico",0,0,
"Huehuetenango, Guatemala",15.6634185,-91.5839796,"Huehuetenango, Guatemala"
"Alta Verapaz, Tamahú, Guatemala",0,0,
"San Pablito Pahuatlan, Mexico",20.302222,-98.161944,"San Pablito, Pahuatlán, Puebla, México"
"Oaxaca, Ladrillera Juchitan, Mexico",0,0,
"Northeast Coast Of Cuba, Baracoa, Cuba",0,0,
"Oaxaca, Huitzo, Mexico",17.2776683,-96.9188239,"Autopista Tehuacán - Oaxaca, Santa María Tenéxpam, San Pablo Huitzo, Oaxaca, 68220, México"
"Guerrero, Xochipala, Mexico",17.810278,-99.639444,"Xochipala, Eduardo Neri, Guerrero, México"
"Michoacán, Mexico",19.207098,-101.878113,"Michoacán de Ocampo, México"
"Tabasco, Monte Cristo, Mexico",0,0,
"Jalisco, Guadalajara, Mexico",20.696765,-103.303591,"Jalisco, Calle San Eugenio, Circunvalación Oblatos, Guadalajara, Jalisco, 44700, México"
"Huehuetenango, Chacula, Guatemala",15.9854143,-91.6427555,"Chacula, Nentón, Huehuetenango, Guatemala"
"Oaxaca, Tututepec, Mexico",16.128333,-97.608611,"Villa de Tututepec de Melchor Ocampo, Oaxaca, México"
"Atzacapotzalco, Mexico",0,0,
"Olanchito, Jaruca, Honduras",0,0,
"Bonacca Island, Kelly'S Hill, Honduras",0,0,
"San Juan Teotihuacán, Superpuestos, Mexico",0,0,
"Sonora, Guiriego, Mexico",0,0,
"Oaxaca, Tehuantepec Region, Quiengola Lowlands, Mexico",0,0,
"Department Guatemala, Guatemala City, Guatemala",0,0,
"Nayarít, Sentispac, Mexico",21.8060806,-105.3485012,"México, Sentispac, Santiago Ixcuintla, Nayarit, 63565, México"
"La Mesa Del Nayarit, Mexico",21.0211161,-105.2665844,"Mesa, Colonia Betel, Colonia Paraiso Escondido, Rincon de Guayabitos, Compostela, Nayarit, 63727, México"
"Sololá, Nahualá, Guatemala",14.7341978,-91.442601047484,"Nahualá, Sololá, Guatemala"
"Corozal, Belize",18.22156475,-88.28867921366478,"Corozal, Belize"
"Caiman Nuevo, Panama",25.8023866,-100.3364828,"Islas Caiman, BOSQUES DE ESCOBEDO, General Escobedo, Nuevo León, 66053, México"
"Oaxaca, Zanatenco, Mexico",0,0,
"Morelos, Mexico",18.75,-99.0,"Morelos, México"
"Oaxaca, Sola, Mexico",16.5640037,-96.9536273,"Carretera Oaxaca - Puerto Escondido, San Ildefonso Viejo, San Ildefonso Sola, Oaxaca, México"
"Txolan, Tepic, Mexico",0,0,
"Nexapa, El Salvador",0,0,
"Yucatan, Mayapan, Mexico",20.4678073,-89.2137511,"Mayapán, Yucatán, México"
"Texcoco, Papalotla, Mexico",19.550731,-98.8634434,"Camino a Papalotla, Coxotla, Papalotla, Estado de México, 56270, México"
"Campeche, Mexico",19.329205549999998,-89.9439148263377,"Campeche, México"
"Oaxaca, Tres Cruces, Mexico",0,0,
"Chihuahua, Nabogame, Mexico",31.6337814,-106.3985041,"Calle Nabogame, Ciudad Juárez, Juárez, Chihuahua, 32693, México"
"Oaxaca, Chiltepec, Mexico",17.944309,-96.173069,"Carretera Federal Oaxaca - Tuxtepec, El Fortín, San José Chiltepec, Oaxaca, México"
"Oaxaca, Santa Maria Juquila, Mexico",0,0,
"Morelos, Hueyapan, Mexico",18.1576132,-95.1838946,"Morelos, Juan Diaz Covarrubias, Meapan de Caldelas, Juan Díaz Covarrubias, Hueyapan de Ocampo, Veracruz de Ignacio de la Llave, México"
"Nonoalco, Mexico",19.5536293,-98.866456,"Nonoalco, Chiautla, Estado de México, 56270, México"
"Guerrero, Puerto De Real De Lemon, Mexico",0,0,
"Ixtlan, Mexico",20.149178550000002,-102.41806746656182,"Ixtlán, Michoacán de Ocampo, México"
"Michoacán, San Francisco Peribán, Mexico",19.5555037,-102.3993067,"San Francisco Peribán, Peribán, Michoacán de Ocampo, México"
"Michoacán, Uruapan, Mexico",19.4053279,-102.0445365,"México, Uruapan, Michoacán de Ocampo, 60050, México"
"Jalisco, Rancho Reparo, Mexico",0,0,
"Tula, Mexico",22.94788165,-99.8055882397013,"Tula, Tamaulipas, México"
"San Isidro De Arenilla, Costa Rica",0,0,
"Tenenepanco, Slopes Of Volcano Popocatepetl, Mexico",0,0,
"Veracruz, Cuatalapan, Mexico",0,0,
"Tiripitec, Acambero Region, Mexico",0,0,
"Santiago Ahuitzotla, El Corral, Center, Mexico",0,0,
"Oaxaca, Jalapa, Mexico",16.5573679,-95.4626878,"Supercarretera Tehua - Lachiguiri, Colonia Presidente Juárez, Santa María Jalapa del Marqués, Oaxaca, México"
"Lake Chapala Region, Mexico",0,0,
"Chihuahua, Nabogame, Talayote, Mexico",0,0,
"Chihuahua, Norogachic, Mexico",0,0,
"Suchitepéquez, Mazatenango, Guatemala",14.48069,-91.483382,"Santo Domingo Suchitepéquez, Suchitepéquez, Guatemala"
"Rivas, Nicaragua",11.3897472,-85.6237074,"Rivas, Nicaragua"
"Alta Verapaz, Chichen San Juan Chamelco, Guatemala",0,0,
"Tenancingo, Mexico",18.964659150000003,-99.56898209468059,"Tenancingo, Estado de México, 52400.0, México"
"Ixtapaluca, Mexico",19.3170983,-98.9050144,"Ixtapaluca, Estado de México, 56535, México"
"Amecameca, Mexico",19.120025400000003,-98.70653181362624,"Amecameca, Estado de México, México"
"Guerrero, Zumpango, Mexico",17.933333,-98.683056,"Zumpango, Olinalá, Guerrero, México"
"Veracruz, Cempoala, Mexico",19.1561116,-96.1675488,"Cempoala, Fraccionamiento Xana, Geovillas del Puerto, Veracruz, Municipio de Veracruz, Veracruz de Ignacio de la Llave, 91779, México"
"Tacuba, Mexico",19.4565077,-99.1884397,"Tacuba, Miguel Hidalgo, Ciudad de México, 11410, México"
"Las Huacas, Costa Rica",10.2299101,-85.023067,"Las Huacas, Las Juntas, Cantón Abangares, Provincia Guanacaste, 50701, Costa Rica"
"Ozumba, Chimal, Mexico",0,0,
"Roatan Island, North Coxen Hole, Honduras",16.34902105,-86.49775165651938,"Roatán, Coxen Hole, Roatan, Islas de la Bahía, 33166, Honduras"
"Puerto Castilla, La Francia, Honduras",0,0,
"Cerro Tortuga, Mexico",-45.8332474,-67.4933801,"Cerro Tortuga, Sismografica, General Mosconi, Comodoro Rivadavia, Departamento Escalante, Chubut, 9005, Argentina"
"Sonora, La Playa, Mexico",29.1708333,-110.4233333,"La Playa, Ures, Sonora, México"
"Sonora, Guaymas, Miramar Beach, Mexico",0,0,
"Quiché, Chichicastenango, St. Thomas, Guatemala",0,0,
"Totonicapán, Momostenango, Guatemala",15.11180915,-91.36090889438734,"Momostenango, Totonicapán, Guatemala"
"San Andres, Mexico",18.7905653,-97.0959372,"San Andres, Tlilapan, Veracruz de Ignacio de la Llave, 94410, México"
"Totonicapán, Guatemala",15.0424999,-91.40610219934399,"Totonicapán, Guatemala"
"Chiapas, Jetya River, Mexico",0,0,
"Michoacán, Janitzio, Mexico",19.5740967,-101.6516684,"Janitzio, Pátzcuaro, Michoacán de Ocampo, 61630, México"
"Oaxaca, Santo Tomas Jalieza, Mexico",16.844722,-96.670556,"Santo Tomás Jalieza, Santo Domingo Jalieza, Santo Tomás Jalieza, Oaxaca, 71506, México"
"Sololá, Lake Atitlan, Santa Catarina, Guatemala",0,0,
"Xalatlaco, Mexico",19.1659687,-99.37192201480873,"Xalatlaco, Estado de México, México"
"Michoacán, Surumata, Mexico",0,0,
"Jalisco, Lake Chapala, San Nicolas, Mexico",0,0,
"Chihuahua, Cave Valley, Mexico",0,0,
"Jalisco, Tala, Pueblo On R.R. Guadalajara, Ameca, Mexico",0,0,
"Jalisco, Mezquite, Mexico",21.2568364,-102.3373187,"Mezquite, San Juan de los Lagos, Jalisco, 47020, México"
"Chihuahua, Guachochic, Arroyo Des Iglesias, Mexico",0,0,
"Oaxaca, Ocotlán, Mexico",20.355816,-102.7805153,"Oaxaca, Ocotlán, Jalisco, 47850, México"
"Rancho Viejo, Mexico",28.6823329,-107.9622624,"Rancho Viejo, Temósachic, Chihuahua, México"
"Morelos, Caves Cuernavaca, Mexico",0,0,
"Bonacca Island, Pine Ridge, Honduras",0,0,
"San Miguel Jaltocan, Mexico",20.619722,-97.817778,"Jaltocan, Francisco Z. Mena, Puebla, México"
"West Of Antigua Vera Cruz, Zapapolin, Mexico",0,0,
"Sonora, Hermosillo, Mexico",29.0819294,-110.953673,"Sonora, Hermosillo, Sonora, 83000, México"
"Oaxaca, Between San Geronimo And Juchitan, Espinal, Mexico",0,0,
"Bay Islands, Honduras",16.3217674,-86.17868327530661,"Islas de la Bahía, Honduras"
"Veracruz, Capitan, Mexico",18.0064655,-94.6336144,"Capitan ariza, Los Encinos, Cosoleacaque, Veracruz de Ignacio de la Llave, 96349, México"
"Chihuahua, Territory Of Guachochic, Pino Gordo, Mexico",0,0,
"Hidalgo, Valle Del Mesquital, Barrio De Arbolillo, Tasquillo, Mexico",0,0,
"Chimaltenango, Patzicía, Guatemala",14.632440299999999,-90.92936960655643,"Patzicía, Chimaltenango, Guatemala"
"Veracruz, Tuxpilla, Mexico",0,0,
"Tampico-Panuco Region, Mexico",0,0,
"Oaxaca, San Jose Paraiso, Mexico",16.8924168,-95.5110811,"San José el Paraíso, Santo Domingo Tehuantepec, Oaxaca, México"
"Penon, Mexico",19.675833,-98.182222,"El Peñón, Tlaxco, Tlaxcala, México"
"Guerrero, Tenanguillo, Mexico",18.475833,-99.828889,"Tenanguillo de las Cañas, Ixcateopan de Cuauhtémoc, Guerrero, México"
"Michoacán, Pungo Arbato, Mexico",0,0,
"Michoacán, Pueblo Paranguitiro, Mexico",0,0,
"Michoacán, Capacuaro Uruapan, Mexico",19.5467665,-102.0524988,"Capacuaro, Uruapan, Michoacán de Ocampo, 55280, México"
"Nayarít, Rancho Of Velandro, Mexico",0,0,
"Nayarít, Ixtlán, Pueblo Jomulco, Mexico",0,0,
"Jalisco, Nostic, Mexico",0,0,
"Yucatan, Cozumel, Mexico",0,0,
"Oaxaca, Tlacolula, Mexico",16.955778,-96.4757598,"Tlacolula, Tlacolula de Matamoros, Oaxaca, 70400, México"
"Atlatlanca, Mexico",0,0,
"Quetzaltepeque, El Salvador",13.8454887,-89.28741554231887,"Municipio de Quetzaltepeque, La Libertad, República de El Salvador"
"Texcoco, Tepetlaostoc, Mexico",0,0,
"Chihuahua, Chico Canyon, Mexico",0,0,
"Utila Island, Brandon'S Hill Cave, Honduras",0,0,
"Teoloyucan, Cuaxoxoca, La Cruz, Mexico",0,0,
"Veracruz, Topila, Perrera, Mexico",0,0,
"Veracruz, Rio Panuco, Vega De Otates, Mexico",22.085,-98.098889,"Vega de Otates, Pánuco, Veracruz de Ignacio de la Llave, México"
"Sonora, Rancho De Alamos, Mexico",0,0,
"Sonora, Atil, Mexico",30.8446102,-111.5835041,"Atil, Sonora, México"
"Bay Islands, Roatan, Honduras",16.3141682,-86.53818592630292,"Correos de Honduras, Calle Principal, Coxen Hole, Roatan, Islas de la Bahía, Honduras"
"San Francisco Del Nayarit, Mexico",22.287796,-104.4981337,"San Francisco, Del Nayar, Nayarit, México"
"Chiapas, Chamula, Mexico",16.7529165,-93.1285011,"Chamula, Las Canteras, Tuxtla Gutiérrez, Chiapas, 29000, México"
"Hidalgo, Ixmiquilpan, Mexico",20.481944,-99.218056,"Ixmiquilpan, Hidalgo, 42300, México"
"Hidalgo, Santa Ana, Mexico",23.6513656,-100.6238043,"Hidalgo, Matehuala, San Luis Potosí, 78715, México"
"Island Of Carti, Panama",0,0,
"Oaxaca, Tehuantepec, San Mateo Del Mar, Mexico",0,0,
"Oaxaca, Yautepec, Santo Tomas Quierí, Mexico",16.348611,-96.181389,"Santo Tomás Quierí, San Carlos Yautepec, Oaxaca, México"
"Guerrero, Cañada De Sopilote, Mexico",0,0,
"Sonora, Sierra De Los Metates, Mexico",0,0,
"Yzabal, Las Quebradas, Guatemala",0,0,
"Yucatan, Uxmal, Mexico",25.846013,-100.4052463,"Calle Uxmal, NUEVO LEON ESTADO DE PROGRESO 2da. Etapa, (BARRIO YUCATAN), General Escobedo, Nuevo León, México"
"Cerro De La Estrella, Mexico",19.3559895,-99.0856882,"Cerro de la Estrella, Calzada Ermita Iztapalapa, 8a. Ampliación San Miguel, Iztapalapa, Ciudad de México, 09837, México"
"Utila Island, Big Bight, Honduras",0,0,
"Uloa River, Honduras",0,0,
"Tlalpan, Mexico",19.200877,-99.21701240427146,"Tlalpan, Ciudad de México, México"
"Veracruz, Panuco, Tampacas, Mexico",0,0,
"Oaxaca, San Pedro Quiatoni, Mexico",16.7829817,-96.0308237,"San Pedro Quiatoni, Oaxaca, México"
"Puerto Rico, Utuado, United States",0,0,
"Chihuahua, Aboreachic, Mexico",0,0,
"Huehuetenango, Huehuetenango, Guatemala",15.3184301,-91.4723295,"Huehuetenango, Huenuetenango, Huehuetenango, ZONA 5, Guatemala"
"Chimaltenango, Xilotepeque, San Martin, Guatemala",0,0,
"Michoacán, Tarequato, Mexico",0,0,
"Kukalaya River, Nicaragua",13.708931,-83.698144,"Kukalaya, Prinzapolka (Municipio), Región Autónoma de la Costa Caribe Norte, 72500, Nicaragua"
"Puebla, Huauchinango, Mexico",20.1851073,-98.0552111,"Puebla, Totolapa (El Sifón), Huauchinango, Puebla, 73160, México"
"Jalapa, Jalapa, Guatemala",14.6344164,-89.9897996,"Jalapa, Guatemala"
"Kingston, Jamaica",17.9712148,-76.7928128,"Kingston, Surrey County, KINGSTON 14, Jamaika"
"Morelos, Xalostoc, Mexico",20.21580975,-97.54496392791924,"Congregación José María Morelos, Terrenos del Lote Xalostoc, Coxquihui, Veracruz de Ignacio de la Llave, México"
"Jalisco, Pueblo Sayula, Mexico",19.8821441,-103.5988944,"Sayula, Jalisco, 49300, México"
"San Miguel, Mexico",21.2813188,-97.5630932,"San Miguel, Terrenos del Lote ""La Tinaja"", Tamiahua, Veracruz de Ignacio de la Llave, México"
"Zacatecas, Real De Pinos, Mexico",22.7563998,-102.5063567,"Real de Pinos, Guadalupe, Zacatecas, 98615, México"
"Oaxaca, Santo Domingo Albarradas, Mexico",17.066667,-96.2,"Santo Domingo Albarradas, Oaxaca, México"
"Tlacotepec, Mexico",18.8138899,-98.7510255,"Tlacotepec, Zacualpan, Morelos, México"
"San Jose, Alajuelita, Costa Rica",9.9027007,-84.1009748,"Alajuelita, Cantón Alajuelita, Provincia San José, 11001, Costa Rica"
"El Peten, Planch De Piedra, Guatemala",0,0,
"Barro () Santiago, El Salvador",13.8594646,-89.8025738,"Barrio Santiago, Apaneca, Municipio de Apaneca, Departamento de Ahuachapán, República de El Salvador"
"Gulf Of California, Sonora, Tiburon Island, East Central Coast, Mexico",0,0,
"Sonora, Mouth Of The Colorado River, Boca De Colorado, Mexico",0,0,
"Veracruz, Cuatatolapan, Mexico",0,0,
"Morelos, Cuernavaca, Gualupita, Pyramid I, Mexico",0,0,
"Santa Maria Tianguistenco, Mexico",19.157222,-98.444167,"Santa María Tianguistenco, San Miguel Tianguizolco, Huejotzingo, Puebla, 74160, México"
"Santiago Ahuitzotla, Between El Corral And Coyotlatelco, Mexico",0,0,
"Veracruz, Topila, La Puerta, Mexico",0,0,
"Veracruz, La Herradura, Mexico",19.493333,-96.975,"La Herradura, Coatepec, Veracruz de Ignacio de la Llave, 91539, México"
"Vega De Otates, Mexico",22.085,-98.098889,"Vega de Otates, Pánuco, Veracruz de Ignacio de la Llave, México"
"Sinaloa, Haciendita, Mexico",19.5501497,-96.9251895,"Sinaloa, Progreso Macuiltépetl, Colonia Insurgentes, Xalapa, Veracruz de Ignacio de la Llave, 91130, México"
"Sinaloa, Bamoa, Mexico",25.7053028,-108.3452203,"Bamoa, Guasave, Sinaloa, México"
"Sonora, Ures, Mexico",29.4280461,-110.3906196,"Sonora, El Huahui, Ures, Sonora, 84900, México"
"Chihuahua, Guachochic, Mexico",31.5930256,-106.3179371,"Calle Vistas De Guachochic, Loma Blanca, Juárez, Chihuahua, 32599, México"
"Los Altos, Guatemala",14.56792205,-90.47004659043259,"Los Altos, La Nueva Concepcion, Santa Catarina Pinula, Guatemala"
"Baja Verapaz, Cubulco, Guatemala",0,0,
"Cerro De Colotlan, Mexico",0,0,
"Oaxaca, Garrapateras, On The Coast To The Astata, Mexico",0,0,
"Sololá, Santiago Atitlán, Guatemala",14.6439497,-91.227434,"Universidad Panamericana de Guatemala, Carretera San Lucas Tolimán - Santiago Atitlán, KM. 15, Santiago Atitlán, Sololá, Guatemala"
"Buenos Aires, Puntarenas, Ujarras, Costa Rica",0,0,
"Hidalgo, Ixmiquilpan - Zimapan, Mexico",20.7439,-99.392894,"Ixmiquilpan, Benito Juárez (Detzani), Zimapán, Hidalgo, México"
"Oaxaca, Pinotepa, Mexico",16.3406076,-98.0536701,"Santiago Pinotepa Nacional, Oaxaca, México"
"Oaxaca, Jalieza, Mexico",16.866111,-96.628611,"Santo Domingo Jalieza, Santo Tomás Jalieza, Oaxaca, México"
"Oaxaca, Mare Muerto, Mexico",0,0,
"Pomona, Belize",16.9976748,-88.3479817,"Pomona, Stann Creek District, Stann Creek, Belize"
"El Arbolillo, Zacatenco, Mexico",19.536255,-99.1420066,"Cerrada Zacatenco, El Arbolillo, Gustavo A. Madero, Ciudad de México, 07240, México"
"Yucatan, Acanceh, Mexico",20.8132499,-89.4529359,"Acanceh, Yucatán, México"
"Tamaulipas, Vacinity Of Rio Panuco, Mexico",0,0,
"Guerrero, Huitziltepec, Mexico",17.7558699,-99.4807342,"Huitziltepec, Eduardo Neri, Guerrero, México"
"State Line Of Guerrero And Morelos, Mexico",0,0,
"Sonora, Nacori, Mexico",29.1053333,-111.8218333,"El Nacori, Hermosillo, Sonora, México"
"Jalisco, Teocuitatlan, Guadalajara, Mexico",0,0,
"Chalco, Santa Catarina, Mexico",18.9967262,-98.1697518,"Chalco, Lomas de San Miguel, Lomas de Santa Catarina, Puebla, Municipio de Puebla, Puebla, 72595, México"
"Yucatan, Ticul, Mexico",20.3966705,-89.5350323,"Ticul, Yucatán, México"
"Cookra Point, Nicaragua",0,0,
"San Jacinto, El Salvador",10.2183156,-67.5282788,"C. Salvador Allende, Parcelamiento San Luis, Santa Rita, Aragua, Central, 2115, Venezuela"
"Sonora, Coast Of Sonora, St. Peter'S Harbor, Mexico",0,0,
"San Juan Teotihuacán, Moon, Mexico",0,0,
"Sonora County, Magdalena, Alamo, Mexico",30.5196667,-110.8385,"El alamo, Magdalena, Sonora, México"
"San Andres Atoyac, Tlalmanalco, House Las Palomas, Mexico",0,0,
"Santiago Ahuitzotla, Adjacent To El Corral, Mexico",0,0,
"Veracruz, Mata De Palacho, Topila, Mexico",0,0,
"Sonora, Rancho El Alama, Mexico",0,0,
"Veracruz, Tres Zapotes, Mexico",18.466667,-95.436389,"Tres Zapotes, Santiago Tuxtla, Veracruz de Ignacio de la Llave, México"
"Veracruz, San Cristobal, Herradura, Mexico",0,0,
"Veracruz, Chila, Mexico",20.783611,-98.181944,"Chila, Tenantitla, Benito Juárez, Veracruz de Ignacio de la Llave, México"
"Iguala, Mexico",18.3466358,-99.5376944,"Iguala, Iguala de la Independencia, Guerrero, México"
"Parita, Panama",8.035744000000001,-80.57281803208829,"Distrito Parita, Herrera, Panama"
"Taeakata, Mexico",0,0,
"Chimaltenango, Patzún, Guatemala",14.650830299999999,-91.03096279651012,"Patzún, Chimaltenango, 502, Guatemala"
"Chimaltenango, Zumpango, Guatemala",0,0,
"Alta Verapaz, Tactic, Guatemala",0,0,
"Sonora, West Of Torres, Mexico",0,0,
"Nahuizalco, El Salvador",13.7792182,-89.7372948,"Nahuizalco, Departamento de Sonsonate, República de El Salvador"
"Bocay, Nicaragua",13.5425209,-85.5401699,"Bocay, San José de Bocay (Municipio), Jinotega, 66600, Nicaragua"
"Alta Verapaz, San Pedro Carchá, Guatemala",0,0,
"Oaxaca, Huamelula, Mexico",16.0249793,-95.6659466,"México 70, San Pedro Huamelula, Oaxaca, México"
"Quetzaltenango, San Martin Sacatepéquez, Guatemala",0,0,
"Department Guatemala, Chinautla, Guatemala",0,0,
"Oaxaca, Zapotecas, Mexico",17.0542062,-96.7543374,"Zapotecas, Arbolada Ilusión, Oaxaca, Municipio de Oaxaca, Oaxaca, 68154, México"
"Oaxaca, Tlapiltepec, Mexico",17.809444,-97.431944,"San Mateo Tlapiltepec, Oaxaca, México"
"Oaxaca, Tillo, Mexico",17.4594897,-97.319786,"Santiago Tillo, Oaxaca, México"
"Xacatlancillo, Mexico",0,0,
"Nayarít, Tepic, Rancho Trajitezio, Mexico",0,0,
"Michoacán, Peribán, Mexico",20.3389367,-102.034056,"Peribán, El Fuerte, La Piedad de Cabadas, La Piedad, Michoacán de Ocampo, 59380, México"
"Texcoco, Papalotl, Mexico",0,0,
"Jalisco, Atoyac, Rancho Tehuantepsec, Mexico",0,0,
"Oaxaca, Zegache, Mexico",16.8689453,-96.7642522,"Carretera Oaxaca - Puerto Escondido, Colonia el Pajarito, Zimatlán de Álvarez, Oaxaca, 71200, México"
"Jalisco, Antiquisa, Mexico",0,0,
"Jalisco, Bought Of Dealer In Teuchitlán, Mexico",0,0,
"Oaxaca, Jalpa, Mexico",0,0,
"Jalisco, Canton Of Autlan, Rio Cuismala, Mexico",0,0,
"Oaxaca, Matatlán, Mexico",16.864722,-96.383611,"Santiago Matatlán, Oaxaca, México"
"Jalisco, San Martin De Tonala, Guadalajara, Mexico",0,0,
"Jalisco, Environs De Guadalajara, San Martin Tlaxicoltzingo De Tonala, Mexico",0,0,
"Northern Honduras, Puerto Cortez, La Champa, Honduras",0,0,
"Guanajuato, La Luz, Mexico",16.8663158,-99.8945661,"Guanajuato, Progreso, Carabalí, Acapulco, Acapulco de Juárez, Guerrero, 39300, México"
"Cookra Point, Bluefields, Nicaragua",0,0,
"Wanko River, Nicaragua",0,0,
"Finca Arevalo, Guatemala",0,0,
"Bonacca Island, Stanley'S Hill, Honduras",0,0,
"San Juan Teotihuacán, Station, Mexico",19.6875296,-98.8757397,"Teotihuacán, Estado de México, 55845, México"
"Oaxaca, Taviche, Mexico",16.712778,-96.594167,"San Jerónimo Taviche, Oaxaca, México"
"Michoacan, Uruapan, Hacienda Of El Sabino, Mexico",0,0,
"El Prisco Brickyard, Mexico",0,0,
"Veracruz, Panuco, El Tigre, Topila And Mexico City Short Line, Mexico",0,0,
"Sinaloa, Mochicahue, Mexico",0,0,
"Sonora, Guaymas, Mexico",28.0661064,-110.5344127,"Sonora, Guaymas, Sonora, 85400, México"
