Id,Acquisition Year,Acquisition Type,Latitude,Longitude,Country,Locale
30 /10003,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10006,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10007,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10008,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10010,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10011,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10012,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10014,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10016,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10018,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10020,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10021,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10022,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10023,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10024,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10026,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10028,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10029,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10030,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10031,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10032,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10034,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10035,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10036,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10038,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10039,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10040,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10041,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10042,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10043,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10045,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10047,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10049,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10050,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10051,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10052,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10053,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10055,1901,Purchase,23.634501,-102.552784,Mexico,Cholula
30 /10056,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10058,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10059,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10060,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10061,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10062,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10063,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10064,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10065,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10067,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10068,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10069,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10070,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10071,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10074,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10075,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10076,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10077,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10078,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10079,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10080,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10082,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10083,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10084,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10085,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10086,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10087,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10088,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10089,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10090,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10091,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10092,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10093,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10094,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10096,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10097,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10098,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10099,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10100,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10101,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10105,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10111,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10112,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10117,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10118,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10119,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10124,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10125,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10126,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10127,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10128,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10130,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10131,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10132,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10134,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10135,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10136,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10137,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10138,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10139,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10140,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10141,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10142,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10143,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10144,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10145,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10146,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10147,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10148,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10149,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10150,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10151,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10152,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10153,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10154,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10155,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10156,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10158,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10159,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10160,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10161,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10162,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10164,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10165,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10166,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10167,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10168,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10170,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10171,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10172,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10173,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10174,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10175,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10176,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10178,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10179,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10181,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10182,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10183,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10184,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10185,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10186,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10187,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10188,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10189,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10190,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10191,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10192,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10193,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10194,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10196,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10197,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10199,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10200,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10201,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10202,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10203,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10205,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10206,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10207,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10208,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10209,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10210,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10211,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10212,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10215,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10216,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10217,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10218,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10219,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10220,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10221,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10222,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10223,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10224,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10225,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10226,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10231,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10233,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10234,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10236,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10237,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10238,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10239,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10240,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10241,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10243,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10245,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10246,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10247,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10248,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10249,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10250,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10251,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10253,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10254,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10255,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10256,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10257,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10258,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10259,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10260,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10261,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10262,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10263,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10264,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10265,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10266,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10267,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10268,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10270,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10271,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10272,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10273,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10274,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10275,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10276,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10277,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10278,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10280,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10281,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10282,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10283,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10284,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10285,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10287,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10288,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10289,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10290,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10291,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10292,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10293,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10294,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10295,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10296,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10297,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10299,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10300,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10301,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10302,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10303,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10304,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10305 A,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10305 B,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10305 C,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10305 D,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10305 E,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10305 F,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10306,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10307,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10308,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10309,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10310,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10311,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10312,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10313,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10314,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10315,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10316,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10317,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10319,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10320,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10321,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10322,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10323,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10324,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10326,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10328 A,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10328 B,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10328 C,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10328 D,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10328 E,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10328 F,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10328 G,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10328 H,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10328 I,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10328 J,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10328 K,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10328 L,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10328 M,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10328 N,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A01,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A02,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A03,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A04,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A05,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A06,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A07,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A08,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A09,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A10,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A11,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A12,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A13,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A14,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A15,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A16,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A17,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A18,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A19,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A20,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A21,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A22,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A23,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A24,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A25,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A26,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A27,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A28,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A29,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A30,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A31,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A32,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A33,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A34,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A35,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A36,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A37,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A38,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A39,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A40,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A41,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A42,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A43,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A44,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A45,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A46,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A47,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A48,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A49,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A50,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A51,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A52,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A53,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A54,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A55,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A56,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A57,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A58,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A59,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A60,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A61,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A62,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A63,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A64,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A65,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A66,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A67,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A68,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A69,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A70,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A71,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A72,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A73,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A74,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A75,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A76,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A77,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A78,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A79,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A80,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A81,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A82,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A83,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A84,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A85,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A86,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A87,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A88,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A89,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A90,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A91,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A92,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A93,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A94,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A95,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A96,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A97,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A98,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 A99,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B01,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B02,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B03,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B04,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B05,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B06,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B07,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B08,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B09,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B10,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B11,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B12,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B13,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B14,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B15,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B16,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B17,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B18,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B19,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B20,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B21,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B22,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B23,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B24,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B25,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B26,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B27,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B28,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B29,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B30,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B31,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B32,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B33,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B34,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B35,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B36,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B37,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B38,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B39,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B40,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B41,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B42,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B43,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B44,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B45,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B46,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B47,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 B48,1901,Purchase,23.634501,-102.552784,Mexico,
30 /10329 C,1901,Purchase,23.634501,-102.552784,Mexico,
