text,count
EQUIPMENT,44009
CONTAINERS,39635
COSTUME,32819
WEAPONS AND AMMUNITION,24390
TEXTILE,14507
RECREATIONAL ARTIFACTS,6761
SOUND DEVICES,6129
FURNISHINGS,4930
