text,count
<empty>,239391
Gardner D. Stout Hall of Asian Peoples,2358
Hall of African Peoples,1667
Mexico and Central America Hall,1404
Hall of Plains Indians,1279
Margaret Mead Hall of Pacific Peoples,1044
Hall of South American Peoples,899
Hall of Mexico and Central America,157
Hall of Northwest Coast Indians,61
